WKT,Name,OBJECTID,UKATEGORIE,UTYP1,UART,UMONAT,USTUNDE,UWOCHENTAG,STRZUSTAND,ULICHTVERH,ISTRAD,ISTPKW,ISTFUSS,ISTKRAD,ISTGKFZ,ISTSONSTIG
"POINT (7.055737021000027 51.428553414000078)",Unfall 100063 (2019) Kat:3, Licht: 0,100063,3,2,5,02,11,4,0,0,1,1,0,0,0,0
"POINT (6.995667411000056 51.454847286000074)",Unfall 100064 (2019) Kat:3, Licht: 1,100064,3,6,1,02,18,4,0,1,0,1,0,0,0,0
"POINT (7.020349937000049 51.509095656000056)",Unfall 100127 (2019) Kat:3, Licht: 0,100127,3,4,6,02,12,2,0,0,0,1,1,0,0,0
"POINT (7.022910558000035 51.419925253000031)",Unfall 100190 (2019) Kat:3, Licht: 0,100190,3,3,5,02,11,2,0,0,1,1,0,0,0,0
"POINT (7.052268218000052 51.428275320000068)",Unfall 100214 (2019) Kat:3, Licht: 0,100214,3,5,5,02,15,3,0,0,0,1,0,0,0,0
"POINT (7.001179827000044 51.430379000000073)",Unfall 100215 (2019) Kat:3, Licht: 0,100215,3,6,2,02,12,3,0,0,0,1,1,0,0,0
"POINT (6.996156439000060 51.413849327000037)",Unfall 100281 (2019) Kat:3, Licht: 0,100281,3,2,6,02,16,2,0,0,0,1,1,0,0,0
"POINT (6.979448685000023 51.482672127000058)",Unfall 100282 (2019) Kat:3, Licht: 0,100282,3,6,2,02,15,2,0,0,0,1,0,0,0,0
"POINT (6.964369328000032 51.475799631000029)",Unfall 100338 (2019) Kat:3, Licht: 0,100338,3,7,0,02,11,2,0,0,0,0,0,0,0,1
"POINT (7.007608244000039 51.443663708000031)",Unfall 100339 (2019) Kat:3, Licht: 0,100339,3,3,5,02,15,2,0,0,0,1,0,0,0,0
"POINT (6.998167533000071 51.489832612000043)",Unfall 100362 (2019) Kat:3, Licht: 0,100362,3,3,5,02,15,1,0,0,1,1,0,0,0,0
"POINT (7.008536243000037 51.403750140000056)",Unfall 100470 (2019) Kat:3, Licht: 0,100470,3,4,6,02,12,1,0,0,0,0,1,1,0,0
"POINT (6.986526205000075 51.478894208000042)",Unfall 100495 (2019) Kat:3, Licht: 2,100495,3,6,0,02,00,6,1,2,0,1,0,1,0,0
"POINT (6.964006985000026 51.453092871000081)",Unfall 100496 (2019) Kat:3, Licht: 0,100496,3,4,0,02,14,6,0,0,0,0,1,0,0,1
"POINT (7.005028544000027 51.507411969000032)",Unfall 100532 (2019) Kat:3, Licht: 0,100532,3,6,3,02,14,6,0,0,0,1,0,0,1,0
"POINT (7.085673145000044 51.465359848000048)",Unfall 100533 (2019) Kat:3, Licht: 2,100533,3,6,2,02,22,6,0,2,0,1,0,0,0,0
"POINT (6.921954420000077 51.469902661000049)",Unfall 100596 (2019) Kat:3, Licht: 2,100596,3,5,0,02,21,5,1,2,0,1,0,1,0,0
"POINT (6.948193748000051 51.463641431000042)",Unfall 100661 (2019) Kat:3, Licht: 0,100661,3,3,5,02,16,3,0,0,0,1,0,1,0,0
"POINT (7.083076439000024 51.426160149000054)",Unfall 100662 (2019) Kat:3, Licht: 0,100662,3,3,5,02,16,3,0,0,1,1,0,0,0,0
"POINT (7.084057800000039 51.470722990000070)",Unfall 100663 (2019) Kat:3, Licht: 0,100663,3,2,5,02,12,3,0,0,0,0,0,1,1,0
"POINT (7.000249289000067 51.466293672000063)",Unfall 100665 (2019) Kat:3, Licht: 1,100665,3,2,5,02,19,3,0,1,0,1,0,0,0,0
"POINT (7.038766708000026 51.459846590000041)",Unfall 100666 (2019) Kat:3, Licht: 2,100666,3,4,6,02,19,3,0,2,0,0,1,0,0,1
"POINT (7.022680910000076 51.453808687000048)",Unfall 100771 (2019) Kat:3, Licht: 0,100771,3,6,1,02,08,4,0,0,0,1,0,0,0,1
"POINT (6.971919681000031 51.485193991000074)",Unfall 100838 (2019) Kat:3, Licht: 0,100838,3,6,3,02,09,2,0,0,0,1,0,0,0,0
"POINT (6.932817826000076 51.358331024000051)",Unfall 100839 (2019) Kat:3, Licht: 0,100839,3,3,1,02,12,2,0,0,1,1,0,0,0,0
"POINT (7.030814624000072 51.424048482000046)",Unfall 100840 (2019) Kat:3, Licht: 0,100840,3,7,6,02,11,2,0,0,0,1,1,0,0,0
"POINT (7.022091332000059 51.436838922000049)",Unfall 100842 (2019) Kat:3, Licht: 0,100842,3,6,1,02,14,2,0,0,0,1,0,1,0,0
"POINT (7.032763882000040 51.441700141000069)",Unfall 100843 (2019) Kat:3, Licht: 0,100843,3,2,0,02,10,2,0,0,0,1,0,0,0,1
