WKT,Name,OBJECTID,UKATEGORIE,UTYP1,UART,UMONAT,USTUNDE,UWOCHENTAG,STRZUSTAND,ULICHTVERH,ISTRAD,ISTPKW,ISTFUSS,ISTKRAD,ISTGKFZ,ISTSONSTIG
"POINT (11.646655095000000 48.210492946999999)",Unfall 63103 (2016) Kat:3, Licht: 2,63103,3,6,2,02,22,7,,2,0,1,0,0,0,1
"POINT (11.537357707000000 48.151773835999997)",Unfall 63119 (2016) Kat:3, Licht: 0,63119,3,3,5,02,07,4,,0,1,0,0,0,0,1
"POINT (11.547571058999999 48.193621595000003)",Unfall 63134 (2016) Kat:3, Licht: 0,63134,3,6,2,02,08,3,,0,0,1,0,0,0,0
"POINT (11.461266952000001 48.181564624000004)",Unfall 63176 (2016) Kat:2, Licht: 2,63176,2,2,6,02,18,4,,2,0,1,1,0,0,0
"POINT (11.604940424000000 48.108658988000002)",Unfall 63180 (2016) Kat:3, Licht: 0,63180,3,6,2,02,08,7,,0,0,1,0,0,0,0
"POINT (11.612582961999999 48.185746420000001)",Unfall 63188 (2016) Kat:3, Licht: 0,63188,3,6,2,02,16,5,,0,0,1,0,0,0,0
"POINT (11.518511073000001 48.120920808999998)",Unfall 63200 (2016) Kat:3, Licht: 1,63200,3,3,5,02,17,2,,1,1,1,0,0,0,0
"POINT (11.534770097999999 48.140089430000003)",Unfall 63236 (2016) Kat:3, Licht: 0,63236,3,4,2,02,16,2,,0,0,1,1,0,0,0
"POINT (11.479737066000000 48.123248287999999)",Unfall 63239 (2016) Kat:3, Licht: 1,63239,3,6,2,02,07,4,,1,0,1,0,0,0,0
"POINT (11.691482027999999 48.141032017999997)",Unfall 63246 (2016) Kat:3, Licht: 2,63246,3,7,8,02,18,6,,2,0,1,0,0,0,0
"POINT (11.563043993000001 48.113038217000003)",Unfall 63264 (2016) Kat:2, Licht: 0,63264,2,6,2,02,08,6,,0,0,1,0,0,0,0
"POINT (11.426378272999999 48.143196998000001)",Unfall 63319 (2016) Kat:3, Licht: 1,63319,3,6,2,02,17,2,,1,0,1,0,0,0,0
"POINT (11.400669982000000 48.156661692999997)",Unfall 63337 (2016) Kat:3, Licht: 0,63337,3,7,9,02,11,4,,0,0,0,0,0,0,1
"POINT (11.518829173000000 48.141288351000000)",Unfall 63341 (2016) Kat:3, Licht: 0,63341,3,2,5,02,15,4,,0,0,1,0,0,0,0
"POINT (11.507802063000000 48.142629438000000)",Unfall 63361 (2016) Kat:3, Licht: 2,63361,3,7,9,02,01,4,,2,0,1,0,0,0,0
