WKT,Name,OBJECTID,UKATEGORIE,UTYP1,UART,UMONAT,USTUNDE,UWOCHENTAG,STRZUSTAND,ULICHTVERH,ISTRAD,ISTPKW,ISTFUSS,ISTKRAD,ISTGKFZ,ISTSONSTIG
"POINT (7.137916091000022 51.474133459000029)",Unfall 101069 (2019) Kat:3, Licht: 2,101069,3,1,0,03,06,6,1,2,0,1,0,1,0,0
"POINT (7.147417254000061 51.495546429000058)",Unfall 101197 (2019) Kat:3, Licht: 2,101197,3,4,6,02,19,5,0,2,0,1,1,0,0,0
"POINT (7.249345158000040 51.462699743000030)",Unfall 101198 (2019) Kat:3, Licht: 0,101198,3,1,9,02,06,5,0,0,0,1,0,0,0,0
"POINT (7.212682557000051 51.481569722000074)",Unfall 101200 (2019) Kat:3, Licht: 2,101200,3,4,6,02,20,5,0,2,0,1,1,0,0,0
"POINT (7.143556091000050 51.477400679000027)",Unfall 101252 (2019) Kat:3, Licht: 0,101252,3,4,6,03,09,7,0,0,0,1,1,0,0,0
"POINT (7.260065263000058 51.515352108000059)",Unfall 101377 (2019) Kat:3, Licht: 0,101377,3,6,2,03,07,5,1,0,0,1,0,0,0,1
"POINT (7.194218965000061 51.443917085000066)",Unfall 101378 (2019) Kat:3, Licht: 2,101378,3,6,2,03,18,5,1,2,0,1,0,0,0,0
"POINT (7.212335702000075 51.471182420000048)",Unfall 101381 (2019) Kat:3, Licht: 0,101381,3,6,1,03,10,5,1,0,0,1,0,0,1,0
"POINT (7.155860310000037 51.501915927000027)",Unfall 101498 (2019) Kat:3, Licht: 0,101498,3,2,2,03,16,6,0,0,0,1,0,0,0,1
"POINT (7.269982798000058 51.514566778000074)",Unfall 101499 (2019) Kat:3, Licht: 0,101499,3,6,2,03,14,6,0,0,0,1,0,0,0,0
"POINT (7.213559287000066 51.441212508000035)",Unfall 101630 (2019) Kat:3, Licht: 0,101630,3,3,5,03,15,3,0,0,1,1,0,0,0,0
"POINT (7.211378548000027 51.514376420000076)",Unfall 101631 (2019) Kat:3, Licht: 0,101631,3,6,2,03,10,3,1,0,0,1,0,0,0,0
"POINT (7.231538457000056 51.432013568000059)",Unfall 101828 (2019) Kat:3, Licht: 0,101828,3,6,2,03,08,2,1,0,0,1,0,0,0,0
"POINT (7.256903906000048 51.503488744000038)",Unfall 101926 (2019) Kat:3, Licht: 0,101926,3,7,9,03,14,1,1,0,0,1,0,0,0,0
"POINT (7.254086942000072 51.472269603000029)",Unfall 101959 (2019) Kat:3, Licht: 0,101959,3,2,6,03,15,3,0,0,0,1,1,0,0,0
"POINT (7.226266436000060 51.472019620000026)",Unfall 101963 (2019) Kat:3, Licht: 0,101963,3,3,5,03,08,3,0,0,1,1,0,0,0,0
"POINT (7.218141214000070 51.443457125000066)",Unfall 102041 (2019) Kat:3, Licht: 0,102041,3,5,1,03,15,4,1,0,0,1,0,0,0,1
"POINT (7.246785187000057 51.516769356000054)",Unfall 102042 (2019) Kat:3, Licht: 2,102042,3,1,1,03,01,7,1,2,0,1,0,0,0,0
"POINT (7.228469587000063 51.447155629000065)",Unfall 102213 (2019) Kat:3, Licht: 0,102213,3,6,3,03,10,6,1,0,0,1,0,0,0,0
"POINT (7.313907833000030 51.472091945000045)",Unfall 102283 (2019) Kat:3, Licht: 0,102283,3,4,6,03,12,5,1,0,0,1,1,0,0,0
"POINT (7.237415169000030 51.458592219000082)",Unfall 102287 (2019) Kat:3, Licht: 0,102287,3,6,2,03,08,5,1,0,0,1,0,0,0,0
"POINT (7.314754213000072 51.496144658000048)",Unfall 102314 (2019) Kat:3, Licht: 0,102314,3,6,2,03,09,5,1,0,0,1,0,0,0,1
"POINT (7.181214460000035 51.439064691000056)",Unfall 102360 (2019) Kat:3, Licht: 0,102360,3,6,4,03,07,2,1,0,0,1,0,1,0,0
"POINT (7.162361797000074 51.477716825000073)",Unfall 102376 (2019) Kat:3, Licht: 0,102376,3,6,2,03,07,2,1,0,0,1,0,0,0,0
"POINT (7.314732397000057 51.496144802000060)",Unfall 102379 (2019) Kat:3, Licht: 2,102379,3,1,8,03,00,2,1,2,0,1,0,0,0,0
"POINT (7.262508225000033 51.463126774000045)",Unfall 102448 (2019) Kat:3, Licht: 2,102448,3,6,2,03,19,7,0,2,0,1,0,0,0,0
"POINT (7.192946889000041 51.451102509000066)",Unfall 102458 (2019) Kat:3, Licht: 0,102458,3,3,5,03,16,1,1,0,1,1,0,0,0,0
"POINT (7.250167872000077 51.493301475000067)",Unfall 102459 (2019) Kat:3, Licht: 0,102459,3,4,6,03,16,1,1,0,0,0,1,0,0,1
"POINT (7.264397437000071 51.508140550000064)",Unfall 102576 (2019) Kat:3, Licht: 0,102576,3,6,2,03,14,5,0,0,0,1,0,0,0,0
"POINT (7.212206679000076 51.497253117000071)",Unfall 102577 (2019) Kat:2, Licht: 0,102577,2,3,5,03,14,5,0,0,1,1,0,0,0,0
"POINT (7.234480221000069 51.475858199000072)",Unfall 102578 (2019) Kat:3, Licht: 0,102578,3,6,3,03,07,5,0,0,0,1,0,0,0,1
"POINT (7.226727954000069 51.497612453000045)",Unfall 102724 (2019) Kat:3, Licht: 0,102724,3,6,2,03,16,4,0,0,0,1,0,0,0,0
"POINT (7.153451280000070 51.478978072000075)",Unfall 102752 (2019) Kat:3, Licht: 0,102752,3,3,1,03,08,6,0,0,0,1,0,1,0,0
"POINT (7.226991377000047 51.446591431000058)",Unfall 102757 (2019) Kat:3, Licht: 0,102757,3,6,2,03,13,6,0,0,0,1,0,0,0,1
"POINT (7.189087324000070 51.502126344000033)",Unfall 103155 (2019) Kat:3, Licht: 0,103155,3,6,2,03,15,2,1,0,0,1,0,0,0,0
"POINT (7.206033194000042 51.489747206000061)",Unfall 103157 (2019) Kat:3, Licht: 1,103157,3,5,3,03,18,2,1,1,0,1,0,0,0,1
"POINT (7.250838416000022 51.494708864000074)",Unfall 103181 (2019) Kat:3, Licht: 0,103181,3,6,2,03,18,5,0,0,0,1,0,0,0,0
"POINT (7.240201344000070 51.495067187000075)",Unfall 103187 (2019) Kat:3, Licht: 0,103187,3,6,2,03,00,2,1,0,0,1,0,1,0,0
"POINT (7.206962984000029 51.489540287000068)",Unfall 103341 (2019) Kat:3, Licht: 0,103341,3,2,5,03,14,4,0,0,1,1,0,0,0,0
"POINT (7.193259853000029 51.479927492000058)",Unfall 103343 (2019) Kat:3, Licht: 0,103343,3,2,5,03,12,4,0,0,1,1,0,0,0,0
"POINT (7.218877796000072 51.478629662000060)",Unfall 103408 (2019) Kat:3, Licht: 2,103408,3,2,4,03,20,7,0,2,0,1,0,0,0,0
"POINT (7.262553733000061 51.463110249000067)",Unfall 103492 (2019) Kat:3, Licht: 0,103492,3,6,2,03,18,3,0,0,0,1,0,0,0,0
"POINT (7.262553733000061 51.463110249000067)",Unfall 103493 (2019) Kat:3, Licht: 0,103493,3,6,2,03,18,3,0,0,0,1,0,0,0,0
"POINT (7.211557015000039 51.514780518000066)",Unfall 103496 (2019) Kat:3, Licht: 0,103496,3,2,5,03,14,3,0,0,1,1,0,0,0,0
"POINT (7.173677087000044 51.480281425000044)",Unfall 103509 (2019) Kat:3, Licht: 0,103509,3,1,8,03,13,3,0,0,0,1,0,0,0,0
"POINT (7.178377462000071 51.481798582000067)",Unfall 103564 (2019) Kat:3, Licht: 0,103564,3,1,2,03,14,1,0,0,0,1,0,0,0,0
"POINT (7.278302608000047 51.484842940000078)",Unfall 103694 (2019) Kat:3, Licht: 0,103694,3,6,2,03,13,7,0,0,0,1,0,0,0,0
"POINT (7.210702390000051 51.512894802000062)",Unfall 103914 (2019) Kat:3, Licht: 0,103914,3,2,5,04,18,3,0,0,1,1,0,0,0,0
"POINT (7.236801340000056 51.494388748000063)",Unfall 103920 (2019) Kat:3, Licht: 0,103920,3,6,2,04,17,3,0,0,0,1,0,0,0,0
"POINT (7.215742615000067 51.472796832000029)",Unfall 104017 (2019) Kat:3, Licht: 2,104017,3,6,2,04,21,4,1,2,0,1,0,0,0,0
"POINT (7.316166505000069 51.472587792000070)",Unfall 104053 (2019) Kat:2, Licht: 0,104053,2,2,3,04,07,2,0,0,0,1,0,1,0,0
"POINT (7.138549352000041 51.483330609000063)",Unfall 104056 (2019) Kat:3, Licht: 0,104056,3,3,5,04,19,2,0,0,0,1,0,1,0,0
"POINT (7.259028377000050 51.502583809000043)",Unfall 104342 (2019) Kat:3, Licht: 0,104342,3,6,1,04,15,5,1,0,0,1,0,0,0,0
"POINT (7.212387378000074 51.505718506000051)",Unfall 104343 (2019) Kat:3, Licht: 0,104343,3,2,3,04,07,5,0,0,1,1,0,0,0,0
"POINT (7.250484013000062 51.493393947000072)",Unfall 104344 (2019) Kat:2, Licht: 2,104344,2,7,5,04,21,5,1,2,0,1,0,0,0,0
"POINT (6.222728050000058 51.382188117000055)",Unfall 104356 (2019) Kat:3, Licht: 0,104356,3,6,2,04,09,5,1,0,0,1,0,0,0,0
"POINT (7.127964278000036 51.479480426000066)",Unfall 104439 (2019) Kat:3, Licht: 0,104439,3,3,5,04,13,3,0,0,0,1,0,1,0,0
"POINT (7.259646283000052 51.503979931000060)",Unfall 104538 (2019) Kat:2, Licht: 0,104538,2,2,5,04,18,2,0,0,0,1,0,0,0,0
"POINT (7.273206287000051 51.520296124000026)",Unfall 104539 (2019) Kat:2, Licht: 0,104539,2,3,5,04,10,2,0,0,0,1,0,0,0,1
"POINT (7.204934914000035 51.489980851000041)",Unfall 104540 (2019) Kat:3, Licht: 0,104540,3,4,6,04,17,2,0,0,1,0,1,0,0,0
"POINT (7.223579563000044 51.479916616000025)",Unfall 104599 (2019) Kat:2, Licht: 0,104599,2,2,3,04,20,4,0,0,0,1,0,0,0,0
"POINT (7.278374327000051 51.477879864000045)",Unfall 104720 (2019) Kat:3, Licht: 0,104720,3,1,0,04,11,1,0,0,0,0,0,1,0,0
"POINT (7.223162892000062 51.484011501000055)",Unfall 104721 (2019) Kat:3, Licht: 0,104721,3,2,2,04,13,1,0,0,1,1,0,0,0,0
"POINT (7.288163760000032 51.460202298000070)",Unfall 104736 (2019) Kat:3, Licht: 0,104736,3,1,8,04,07,1,0,0,0,0,0,1,0,0
"POINT (7.224871819000043 51.499068314000056)",Unfall 104876 (2019) Kat:3, Licht: 0,104876,3,3,5,04,07,6,0,0,1,1,0,0,0,0
"POINT (7.165763902000037 51.486373819000050)",Unfall 105023 (2019) Kat:3, Licht: 0,105023,3,3,5,04,13,5,0,0,0,1,0,1,0,0
"POINT (7.215791174000060 51.478661054000042)",Unfall 105025 (2019) Kat:3, Licht: 0,105025,3,5,1,04,15,5,0,0,1,1,0,0,0,0
