WKT,Name,OBJECTID,UKATEGORIE,UTYP1,UART,UMONAT,USTUNDE,UWOCHENTAG,STRZUSTAND,ULICHTVERH,ISTRAD,ISTPKW,ISTFUSS,ISTKRAD,ISTGKFZ,ISTSONSTIG
"POINT (7.218050862000041 51.271191047000059)",Unfall 103366 (2019) Kat:3, Licht: 0,103366,3,2,3,03,12,7,0,0,0,1,0,1,0,0
"POINT (7.089416000000028 51.236636908000037)",Unfall 103368 (2019) Kat:2, Licht: 0,103368,2,2,5,03,10,7,0,0,0,1,0,1,0,0
"POINT (7.152635626000063 51.256311131000075)",Unfall 103436 (2019) Kat:3, Licht: 0,103436,3,4,6,03,08,3,0,0,0,0,1,0,0,1
"POINT (7.104505214000028 51.253408861000082)",Unfall 103629 (2019) Kat:2, Licht: 0,103629,2,3,5,03,07,7,0,0,0,1,0,0,1,0
"POINT (7.191862426000057 51.245997680000073)",Unfall 103794 (2019) Kat:3, Licht: 0,103794,3,6,1,03,12,6,0,0,0,1,0,0,0,0
"POINT (7.194413719000067 51.272151008000037)",Unfall 103795 (2019) Kat:3, Licht: 0,103795,3,6,1,03,10,6,0,0,0,1,0,0,0,0
"POINT (7.148079724000070 51.255419547000031)",Unfall 103796 (2019) Kat:3, Licht: 0,103796,3,7,0,03,10,6,0,0,0,1,0,0,1,0
"POINT (7.209996353000065 51.301110822000055)",Unfall 103797 (2019) Kat:3, Licht: 0,103797,3,6,3,03,11,6,0,0,1,1,0,0,0,0
"POINT (7.240389412000070 51.280724424000027)",Unfall 103869 (2019) Kat:3, Licht: 0,103869,3,6,4,04,15,3,1,0,0,1,0,0,0,0
"POINT (7.133471867000026 51.265458737000074)",Unfall 103870 (2019) Kat:3, Licht: 0,103870,3,6,1,04,12,3,1,0,0,1,0,0,0,0
"POINT (7.227689389000034 51.270576655000070)",Unfall 104003 (2019) Kat:3, Licht: 0,104003,3,6,2,04,11,2,0,0,0,1,0,0,0,0
"POINT (7.180745529000035 51.280265878000080)",Unfall 104144 (2019) Kat:3, Licht: 0,104144,3,1,9,04,17,7,0,0,0,0,0,1,0,0
"POINT (7.208828092000033 51.284315987000070)",Unfall 104199 (2019) Kat:3, Licht: 0,104199,3,4,6,04,12,6,0,0,0,1,1,0,0,0
"POINT (7.102970056000061 51.241721807000033)",Unfall 104201 (2019) Kat:2, Licht: 1,104201,2,3,5,04,06,6,1,1,1,0,0,0,1,0
"POINT (7.150887563000026 51.226785188000065)",Unfall 104302 (2019) Kat:3, Licht: 0,104302,3,7,3,04,17,5,0,0,0,1,0,0,0,0
"POINT (7.215612826000040 51.296627595000075)",Unfall 104352 (2019) Kat:2, Licht: 0,104352,2,1,8,04,14,5,1,0,0,1,0,0,1,0
"POINT (7.166595548000032 51.258561976000067)",Unfall 104413 (2019) Kat:3, Licht: 1,104413,3,3,5,04,06,4,1,1,0,1,0,0,0,0
"POINT (7.233825212000056 51.228036178000082)",Unfall 104446 (2019) Kat:3, Licht: 0,104446,3,6,0,04,08,3,0,0,0,1,0,0,0,0
"POINT (7.167677237000021 51.285369707000029)",Unfall 104491 (2019) Kat:3, Licht: 0,104491,3,2,1,04,11,2,0,0,0,1,0,0,0,0
"POINT (7.143460230000073 51.249274721000063)",Unfall 104492 (2019) Kat:3, Licht: 0,104492,3,6,3,04,08,2,0,0,0,1,0,0,0,1
"POINT (7.095260052000072 51.244683830000042)",Unfall 104551 (2019) Kat:3, Licht: 0,104551,3,3,3,04,19,2,0,0,0,1,0,0,0,0
"POINT (7.071954303000041 51.220855635000078)",Unfall 104642 (2019) Kat:3, Licht: 0,104642,3,7,0,04,15,1,0,0,0,1,0,1,0,0
