WKT,Name,OBJECTID,UKATEGORIE,UTYP1,UART,UMONAT,USTUNDE,UWOCHENTAG,STRZUSTAND,ULICHTVERH,ISTRAD,ISTPKW,ISTFUSS,ISTKRAD,ISTGKFZ,ISTSONSTIG
"POINT (6.763350486000036 51.489182561000064)",Unfall 101155 (2019) Kat:3, Licht: 0,101155,3,7,0,02,14,5,0,0,0,0,0,0,0,1
"POINT (6.776274219000072 51.435251307000044)",Unfall 101210 (2019) Kat:3, Licht: 0,101210,3,6,2,02,15,5,0,0,0,1,0,0,1,0
"POINT (6.710807000000045 51.398148589000073)",Unfall 101401 (2019) Kat:3, Licht: 1,101401,3,6,1,03,17,6,0,1,0,1,0,0,0,0
"POINT (6.736699723000072 51.527244724000070)",Unfall 101404 (2019) Kat:3, Licht: 2,101404,3,2,6,03,18,6,1,2,0,1,1,0,0,0
"POINT (6.756554277000021 51.471096909000039)",Unfall 101406 (2019) Kat:3, Licht: 0,101406,3,2,4,03,16,6,0,0,0,1,0,0,0,0
"POINT (6.767481413000041 51.420608746000028)",Unfall 101464 (2019) Kat:3, Licht: 2,101464,3,2,6,03,18,4,1,2,0,1,1,0,0,0
"POINT (6.772897471000022 51.445427348000067)",Unfall 101516 (2019) Kat:3, Licht: 2,101516,3,6,0,03,23,6,1,2,0,1,0,0,0,0
"POINT (6.803099136000071 51.443802968000057)",Unfall 101517 (2019) Kat:3, Licht: 0,101517,3,6,2,03,15,6,0,0,0,1,0,0,1,0
"POINT (6.698034284000073 51.415691123000045)",Unfall 101707 (2019) Kat:3, Licht: 0,101707,3,3,6,03,13,5,0,0,0,1,1,0,0,0
"POINT (6.732241856000030 51.544520673000079)",Unfall 101710 (2019) Kat:3, Licht: 1,101710,3,6,1,03,17,5,1,1,0,1,0,1,0,0
"POINT (6.787346876000072 51.352908783000032)",Unfall 101734 (2019) Kat:3, Licht: 0,101734,3,6,2,03,15,4,1,0,0,1,0,0,0,0
"POINT (6.697396558000037 51.417024755000057)",Unfall 101755 (2019) Kat:3, Licht: 0,101755,3,3,5,03,09,2,1,0,0,1,0,0,0,0
"POINT (6.702489431000060 51.415278224000076)",Unfall 101757 (2019) Kat:3, Licht: 1,101757,3,6,2,03,06,2,1,1,0,1,0,0,0,0
"POINT (6.692600107000033 51.416794191000065)",Unfall 101758 (2019) Kat:3, Licht: 0,101758,3,2,5,03,11,2,1,0,0,1,0,0,0,0
"POINT (6.704091062000032 51.415132598000071)",Unfall 101760 (2019) Kat:3, Licht: 0,101760,3,3,5,03,13,2,0,0,1,1,0,0,0,0
"POINT (6.793193605000056 51.465564313000073)",Unfall 101761 (2019) Kat:3, Licht: 2,101761,3,2,6,03,19,2,1,2,0,0,1,0,0,1
"POINT (6.736701894000021 51.482769982000036)",Unfall 101836 (2019) Kat:2, Licht: 0,101836,2,6,2,03,15,2,0,0,0,1,0,0,1,1
"POINT (6.805934327000045 51.486814047000053)",Unfall 101837 (2019) Kat:3, Licht: 0,101837,3,6,2,03,06,2,1,0,0,1,0,0,0,0
"POINT (6.799386563000041 51.453534724000065)",Unfall 102123 (2019) Kat:3, Licht: 0,102123,3,6,2,03,18,6,1,0,0,1,0,0,0,0
"POINT (6.704587830000037 51.428228111000067)",Unfall 102187 (2019) Kat:3, Licht: 0,102187,3,6,1,03,15,5,1,0,0,1,0,0,0,0
"POINT (6.784599417000038 51.432597226000041)",Unfall 102267 (2019) Kat:3, Licht: 2,102267,3,3,5,03,04,2,1,2,0,1,0,0,0,0
"POINT (6.798621576000073 51.495370293000065)",Unfall 102269 (2019) Kat:3, Licht: 0,102269,3,6,1,03,15,2,0,0,0,1,0,0,0,0
"POINT (6.762281831000053 51.441043850000028)",Unfall 102460 (2019) Kat:3, Licht: 2,102460,3,2,5,03,19,4,1,2,0,1,0,0,0,0
"POINT (6.690798374000053 51.383341245000054)",Unfall 102464 (2019) Kat:2, Licht: 2,102464,2,7,8,03,21,4,1,2,0,1,0,0,0,0
"POINT (6.766323628000066 51.518236949000027)",Unfall 102465 (2019) Kat:2, Licht: 0,102465,2,3,5,03,13,4,1,0,0,1,0,0,0,0
"POINT (6.810226668000041 51.460402803000079)",Unfall 102468 (2019) Kat:2, Licht: 0,102468,2,1,9,03,11,1,1,0,0,1,0,0,0,0
"POINT (6.795723914000064 51.508603816000061)",Unfall 102540 (2019) Kat:3, Licht: 2,102540,3,4,6,03,21,7,0,2,0,1,1,0,0,0
"POINT (6.795437633000063 51.431647859000066)",Unfall 102658 (2019) Kat:3, Licht: 0,102658,3,4,6,03,15,6,0,0,0,1,1,0,0,0
